aaas_row_key,aaas_page,aaas_field,aaas_label,label_kind,status,mapping_type,federal_account_codes,federal_account_titles,rationale,evidence_ids,integration_state
PBRFunc::Agriculture,R&D Totals,PBRFunc,Agriculture,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
PBRFunc::Community Development,R&D Totals,PBRFunc,Community Development,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
PBRFunc::Defense,R&D Totals,PBRFunc,Defense,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
PBRFunc::Education and Training,R&D Totals,PBRFunc,Education and Training,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
PBRFunc::Energy,R&D Totals,PBRFunc,Energy,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
PBRFunc::General Science,R&D Totals,PBRFunc,General Science,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
PBRFunc::Health,R&D Totals,PBRFunc,Health,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
PBRFunc::Income Security,R&D Totals,PBRFunc,Income Security,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
PBRFunc::International Affairs,R&D Totals,PBRFunc,International Affairs,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
PBRFunc::Justice,R&D Totals,PBRFunc,Justice,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
PBRFunc::Medicaid,R&D Totals,PBRFunc,Medicaid,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
PBRFunc::Medicare,R&D Totals,PBRFunc,Medicare,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
PBRFunc::Natural Resources,R&D Totals,PBRFunc,Natural Resources,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
PBRFunc::Net Interest,R&D Totals,PBRFunc,Net Interest,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
PBRFunc::Other Mandatory Spending,R&D Totals,PBRFunc,Other Mandatory Spending,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
PBRFunc::Other Nondefense Discretionary,R&D Totals,PBRFunc,Other Nondefense Discretionary,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
PBRFunc::Social Security,R&D Totals,PBRFunc,Social Security,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
PBRFunc::Space,R&D Totals,PBRFunc,Space,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
PBRFunc::Transportation,R&D Totals,PBRFunc,Transportation,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
PBRFunc::Veterans Programs,R&D Totals,PBRFunc,Veterans Programs,alternate_analytical_grouping,unresolved,none,,,This AAAS analytical aggregate is not a Treasury federal account; federal-account hierarchy must remain canonical.,aaas:fy2026-powerbi|usaspending:account-definition,reference_only_pending_phase_3_2a_contract
